Year,Month,Day,Daily global solar exposure (MJ/m*m),Station
2012,12,02,31.2,Port Pirie Nyrstar Comparison
2012,12,03,28.2,Port Pirie Nyrstar Comparison
2012,12,04,24.6,Port Pirie Nyrstar Comparison
2012,12,05,32.3,Port Pirie Nyrstar Comparison
2012,12,06,27.6,Port Pirie Nyrstar Comparison
2012,12,07,23.3,Port Pirie Nyrstar Comparison
2012,12,08,29.4,Port Pirie Nyrstar Comparison
2012,12,09,32.3,Port Pirie Nyrstar Comparison
2012,12,10,32.5,Port Pirie Nyrstar Comparison
2012,12,11,30.5,Port Pirie Nyrstar Comparison
2012,12,12,32,Port Pirie Nyrstar Comparison
2012,12,13,25.9,Port Pirie Nyrstar Comparison
2012,12,14,3.4,Port Pirie Nyrstar Comparison
2012,12,15,25.9,Port Pirie Nyrstar Comparison
2012,12,16,32.7,Port Pirie Nyrstar Comparison
2012,12,17,33.4,Port Pirie Nyrstar Comparison
2012,12,18,33.3,Port Pirie Nyrstar Comparison
2012,12,19,28.5,Port Pirie Nyrstar Comparison
2012,12,20,32.6,Port Pirie Nyrstar Comparison
2012,12,21,33.6,Port Pirie Nyrstar Comparison
2012,12,22,32.6,Port Pirie Nyrstar Comparison
2012,12,23,29.6,Port Pirie Nyrstar Comparison
2012,12,24,31,Port Pirie Nyrstar Comparison
2012,12,25,33.4,Port Pirie Nyrstar Comparison
2012,12,26,33.1,Port Pirie Nyrstar Comparison
2012,12,27,32.7,Port Pirie Nyrstar Comparison
2012,12,28,33.1,Port Pirie Nyrstar Comparison
2012,12,29,32.1,Port Pirie Nyrstar Comparison
2012,12,30,32.5,Port Pirie Nyrstar Comparison
2012,12,31,32.6,Port Pirie Nyrstar Comparison
2013,01,01,31.2,Port Pirie Nyrstar Comparison
2013,01,02,32.8,Port Pirie Nyrstar Comparison
2013,01,03,33,Port Pirie Nyrstar Comparison
2013,01,04,33.4,Port Pirie Nyrstar Comparison
2013,01,05,32.9,Port Pirie Nyrstar Comparison
2013,01,06,32.9,Port Pirie Nyrstar Comparison
2013,01,07,33,Port Pirie Nyrstar Comparison
2013,01,08,31.8,Port Pirie Nyrstar Comparison
2013,01,09,31.5,Port Pirie Nyrstar Comparison
2013,01,10,33.1,Port Pirie Nyrstar Comparison
2013,01,11,25.8,Port Pirie Nyrstar Comparison
2013,01,12,20.7,Port Pirie Nyrstar Comparison
2013,01,13,9.5,Port Pirie Nyrstar Comparison
2013,01,14,28.5,Port Pirie Nyrstar Comparison
2013,01,15,32.7,Port Pirie Nyrstar Comparison
2013,01,16,32.5,Port Pirie Nyrstar Comparison
2013,01,17,32.4,Port Pirie Nyrstar Comparison
2013,01,18,31.3,Port Pirie Nyrstar Comparison
2013,01,19,31.7,Port Pirie Nyrstar Comparison
2013,01,20,32.1,Port Pirie Nyrstar Comparison
2013,01,21,32.1,Port Pirie Nyrstar Comparison
2013,01,22,31.9,Port Pirie Nyrstar Comparison
2013,01,23,31.5,Port Pirie Nyrstar Comparison
2013,01,24,31.5,Port Pirie Nyrstar Comparison
2013,01,25,27.7,Port Pirie Nyrstar Comparison
2013,01,26,31.3,Port Pirie Nyrstar Comparison
2013,01,27,29.9,Port Pirie Nyrstar Comparison
2013,01,28,15.6,Port Pirie Nyrstar Comparison
2013,01,29,29.2,Port Pirie Nyrstar Comparison
2013,01,30,30.8,Port Pirie Nyrstar Comparison
2013,01,31,20.8,Port Pirie Nyrstar Comparison
2013,02,01,22.6,Port Pirie Nyrstar Comparison
2013,02,02,29,Port Pirie Nyrstar Comparison
2013,02,03,30.8,Port Pirie Nyrstar Comparison
2013,02,04,30.3,Port Pirie Nyrstar Comparison
2013,02,05,30.1,Port Pirie Nyrstar Comparison
2013,02,06,29.8,Port Pirie Nyrstar Comparison
2013,02,07,26.1,Port Pirie Nyrstar Comparison
2013,02,08,21.1,Port Pirie Nyrstar Comparison
2013,02,09,29.3,Port Pirie Nyrstar Comparison
2013,02,10,29.7,Port Pirie Nyrstar Comparison
2013,02,11,28.1,Port Pirie Nyrstar Comparison
2013,02,12,29.1,Port Pirie Nyrstar Comparison
2013,02,13,28.8,Port Pirie Nyrstar Comparison
2013,02,14,23.6,Port Pirie Nyrstar Comparison
2013,02,15,25.7,Port Pirie Nyrstar Comparison
2013,02,16,27.9,Port Pirie Nyrstar Comparison
2013,02,17,24.5,Port Pirie Nyrstar Comparison
2013,02,18,28.3,Port Pirie Nyrstar Comparison
2013,02,19,25.7,Port Pirie Nyrstar Comparison
2013,02,20,27.2,Port Pirie Nyrstar Comparison
2013,02,21,18.7,Port Pirie Nyrstar Comparison
2013,02,22,24.7,Port Pirie Nyrstar Comparison
2013,02,23,27.6,Port Pirie Nyrstar Comparison
2013,02,24,23.5,Port Pirie Nyrstar Comparison
2013,02,25,9,Port Pirie Nyrstar Comparison
2013,02,26,25,Port Pirie Nyrstar Comparison
2013,02,27,3.1,Port Pirie Nyrstar Comparison
2013,02,28,27.8,Port Pirie Nyrstar Comparison
2013,03,01,27.3,Port Pirie Nyrstar Comparison
2013,03,02,27.7,Port Pirie Nyrstar Comparison
2013,03,03,26.6,Port Pirie Nyrstar Comparison
2013,03,04,15.8,Port Pirie Nyrstar Comparison
2013,03,05,12.6,Port Pirie Nyrstar Comparison
2013,03,06,20.7,Port Pirie Nyrstar Comparison
2013,03,07,19.4,Port Pirie Nyrstar Comparison
2013,03,08,20.6,Port Pirie Nyrstar Comparison
2013,03,09,18.4,Port Pirie Nyrstar Comparison
2013,03,10,24.3,Port Pirie Nyrstar Comparison
2013,03,11,23.8,Port Pirie Nyrstar Comparison
2013,03,12,24.6,Port Pirie Nyrstar Comparison
2013,03,13,23.6,Port Pirie Nyrstar Comparison
2013,03,14,24.7,Port Pirie Nyrstar Comparison
2013,03,15,24.5,Port Pirie Nyrstar Comparison
2013,03,16,21.3,Port Pirie Nyrstar Comparison
2013,03,17,24.8,Port Pirie Nyrstar Comparison
2013,03,18,23.9,Port Pirie Nyrstar Comparison
2013,03,19,23.6,Port Pirie Nyrstar Comparison
2013,03,20,21.3,Port Pirie Nyrstar Comparison
2013,03,21,18.3,Port Pirie Nyrstar Comparison
2013,03,22,14.9,Port Pirie Nyrstar Comparison
2013,03,23,21.9,Port Pirie Nyrstar Comparison
2013,03,24,21.7,Port Pirie Nyrstar Comparison
2013,03,25,8.7,Port Pirie Nyrstar Comparison
2013,03,26,20.3,Port Pirie Nyrstar Comparison
2013,03,27,3.2,Port Pirie Nyrstar Comparison
2013,03,28,19.7,Port Pirie Nyrstar Comparison
2013,03,29,21.2,Port Pirie Nyrstar Comparison
2013,03,30,3,Port Pirie Nyrstar Comparison
2013,03,31,12.2,Port Pirie Nyrstar Comparison
2013,04,01,16.3,Port Pirie Nyrstar Comparison
2013,04,02,14.6,Port Pirie Nyrstar Comparison
2013,04,03,19.8,Port Pirie Nyrstar Comparison
2013,04,04,20.9,Port Pirie Nyrstar Comparison
2013,04,05,16.5,Port Pirie Nyrstar Comparison
2013,04,06,19.3,Port Pirie Nyrstar Comparison
2013,04,07,18.9,Port Pirie Nyrstar Comparison
2013,04,08,18.2,Port Pirie Nyrstar Comparison
2013,04,09,19.2,Port Pirie Nyrstar Comparison
2013,04,10,18.8,Port Pirie Nyrstar Comparison
2013,04,11,18.7,Port Pirie Nyrstar Comparison
2013,04,12,18.7,Port Pirie Nyrstar Comparison
2013,04,13,9.7,Port Pirie Nyrstar Comparison
2013,04,14,13.1,Port Pirie Nyrstar Comparison
2013,04,15,15.6,Port Pirie Nyrstar Comparison
2013,04,16,16.7,Port Pirie Nyrstar Comparison
2013,04,17,17.4,Port Pirie Nyrstar Comparison
2013,04,18,15.4,Port Pirie Nyrstar Comparison
2013,04,19,16.7,Port Pirie Nyrstar Comparison
2013,04,20,15,Port Pirie Nyrstar Comparison
2013,04,21,10.3,Port Pirie Nyrstar Comparison
2013,04,22,14.4,Port Pirie Nyrstar Comparison
2013,04,23,14.9,Port Pirie Nyrstar Comparison
2013,04,24,15,Port Pirie Nyrstar Comparison
2013,04,25,15.6,Port Pirie Nyrstar Comparison
2013,04,26,15.9,Port Pirie Nyrstar Comparison
2013,04,27,14.7,Port Pirie Nyrstar Comparison
2013,04,28,13.5,Port Pirie Nyrstar Comparison
2013,04,29,3.6,Port Pirie Nyrstar Comparison
2013,04,30,7.7,Port Pirie Nyrstar Comparison
2013,05,01,14.2,Port Pirie Nyrstar Comparison
2013,05,02,15.8,Port Pirie Nyrstar Comparison
2013,05,03,14.3,Port Pirie Nyrstar Comparison
2013,05,04,14.1,Port Pirie Nyrstar Comparison
2013,05,05,12.3,Port Pirie Nyrstar Comparison
2013,05,06,8.6,Port Pirie Nyrstar Comparison
2013,05,07,13.6,Port Pirie Nyrstar Comparison
2013,05,08,13.9,Port Pirie Nyrstar Comparison
2013,05,09,12.7,Port Pirie Nyrstar Comparison
2013,05,10,12.3,Port Pirie Nyrstar Comparison
2013,05,11,10,Port Pirie Nyrstar Comparison
2013,05,12,12.7,Port Pirie Nyrstar Comparison
2013,05,13,10.6,Port Pirie Nyrstar Comparison
2013,05,14,6.4,Port Pirie Nyrstar Comparison
2013,05,15,12.4,Port Pirie Nyrstar Comparison
2013,05,16,8.3,Port Pirie Nyrstar Comparison
2013,05,17,9.1,Port Pirie Nyrstar Comparison
2013,05,18,12.4,Port Pirie Nyrstar Comparison
2013,05,19,12.1,Port Pirie Nyrstar Comparison
2013,05,20,12.2,Port Pirie Nyrstar Comparison
2013,05,21,4.4,Port Pirie Nyrstar Comparison
2013,05,22,10.3,Port Pirie Nyrstar Comparison
2013,05,23,11.4,Port Pirie Nyrstar Comparison
2013,05,24,11.9,Port Pirie Nyrstar Comparison
2013,05,25,11.8,Port Pirie Nyrstar Comparison
2013,05,26,8.9,Port Pirie Nyrstar Comparison
2013,05,27,10.8,Port Pirie Nyrstar Comparison
2013,05,28,11.5,Port Pirie Nyrstar Comparison
2013,05,29,6.8,Port Pirie Nyrstar Comparison
2013,05,30,9.4,Port Pirie Nyrstar Comparison
2013,05,31,2.4,Port Pirie Nyrstar Comparison
2013,06,01,5.7,Port Pirie Nyrstar Comparison
2013,06,02,9.5,Port Pirie Nyrstar Comparison
2013,06,03,6.3,Port Pirie Nyrstar Comparison
2013,06,04,8.3,Port Pirie Nyrstar Comparison
2013,06,05,4.6,Port Pirie Nyrstar Comparison
2013,06,06,7,Port Pirie Nyrstar Comparison
2013,06,07,7.9,Port Pirie Nyrstar Comparison
2013,06,08,11,Port Pirie Nyrstar Comparison
2013,06,09,8.8,Port Pirie Nyrstar Comparison
2013,06,10,9.8,Port Pirie Nyrstar Comparison
2013,06,11,3,Port Pirie Nyrstar Comparison
2013,06,12,5.8,Port Pirie Nyrstar Comparison
2013,06,13,8.4,Port Pirie Nyrstar Comparison
2013,06,14,9.8,Port Pirie Nyrstar Comparison
2013,06,15,9.6,Port Pirie Nyrstar Comparison
2013,06,16,7,Port Pirie Nyrstar Comparison
2013,06,17,8.9,Port Pirie Nyrstar Comparison
2013,06,18,7.5,Port Pirie Nyrstar Comparison
2013,06,19,9.2,Port Pirie Nyrstar Comparison
2013,06,20,10.1,Port Pirie Nyrstar Comparison
2013,06,21,7.3,Port Pirie Nyrstar Comparison
2013,06,22,3.8,Port Pirie Nyrstar Comparison
2013,06,23,5.7,Port Pirie Nyrstar Comparison
2013,06,24,10,Port Pirie Nyrstar Comparison
2013,06,25,10.4,Port Pirie Nyrstar Comparison
2013,06,26,7.9,Port Pirie Nyrstar Comparison
2013,06,27,10.2,Port Pirie Nyrstar Comparison
2013,06,28,5.8,Port Pirie Nyrstar Comparison
2013,06,29,9.8,Port Pirie Nyrstar Comparison
2013,06,30,8.5,Port Pirie Nyrstar Comparison
2013,07,01,10.8,Port Pirie Nyrstar Comparison
2013,07,02,11.2,Port Pirie Nyrstar Comparison
2013,07,03,11.4,Port Pirie Nyrstar Comparison
2013,07,04,6.4,Port Pirie Nyrstar Comparison
2013,07,05,10.9,Port Pirie Nyrstar Comparison
2013,07,06,10.7,Port Pirie Nyrstar Comparison
2013,07,07,9.5,Port Pirie Nyrstar Comparison
2013,07,08,11.2,Port Pirie Nyrstar Comparison
2013,07,09,10.6,Port Pirie Nyrstar Comparison
2013,07,10,11.5,Port Pirie Nyrstar Comparison
2013,07,11,10.8,Port Pirie Nyrstar Comparison
2013,07,12,3.7,Port Pirie Nyrstar Comparison
2013,07,13,3.2,Port Pirie Nyrstar Comparison
2013,07,14,9.4,Port Pirie Nyrstar Comparison
2013,07,15,8.8,Port Pirie Nyrstar Comparison
2013,07,16,11.8,Port Pirie Nyrstar Comparison
2013,07,17,10.6,Port Pirie Nyrstar Comparison
2013,07,18,8.5,Port Pirie Nyrstar Comparison
2013,07,19,8.8,Port Pirie Nyrstar Comparison
2013,07,20,7.5,Port Pirie Nyrstar Comparison
2013,07,21,10.3,Port Pirie Nyrstar Comparison
2013,07,22,9.9,Port Pirie Nyrstar Comparison
2013,07,23,9.5,Port Pirie Nyrstar Comparison
2013,07,24,12.5,Port Pirie Nyrstar Comparison
2013,07,25,11.5,Port Pirie Nyrstar Comparison
2013,07,26,13,Port Pirie Nyrstar Comparison
2013,07,27,9,Port Pirie Nyrstar Comparison
2013,07,28,12.7,Port Pirie Nyrstar Comparison
2013,07,29,12.1,Port Pirie Nyrstar Comparison
2013,07,30,9,Port Pirie Nyrstar Comparison
2013,07,31,13.7,Port Pirie Nyrstar Comparison
2013,08,01,11.7,Port Pirie Nyrstar Comparison
2013,08,02,9.1,Port Pirie Nyrstar Comparison
2013,08,03,8.8,Port Pirie Nyrstar Comparison
2013,08,04,12.3,Port Pirie Nyrstar Comparison
2013,08,05,13.6,Port Pirie Nyrstar Comparison
2013,08,06,8.6,Port Pirie Nyrstar Comparison
2013,08,07,12.7,Port Pirie Nyrstar Comparison
2013,08,08,13.4,Port Pirie Nyrstar Comparison
2013,08,09,2.9,Port Pirie Nyrstar Comparison
2013,08,10,14.7,Port Pirie Nyrstar Comparison
2013,08,11,8.8,Port Pirie Nyrstar Comparison
2013,08,12,15.6,Port Pirie Nyrstar Comparison
2013,08,13,14.7,Port Pirie Nyrstar Comparison
2013,08,14,9.4,Port Pirie Nyrstar Comparison
2013,08,15,16.2,Port Pirie Nyrstar Comparison
2013,08,16,6.3,Port Pirie Nyrstar Comparison
2013,08,17,14.8,Port Pirie Nyrstar Comparison
2013,08,18,11.4,Port Pirie Nyrstar Comparison
2013,08,19,13.2,Port Pirie Nyrstar Comparison
2013,08,20,12.9,Port Pirie Nyrstar Comparison
2013,08,21,12.2,Port Pirie Nyrstar Comparison
2013,08,22,13.2,Port Pirie Nyrstar Comparison
2013,08,23,11,Port Pirie Nyrstar Comparison
2013,08,24,7.7,Port Pirie Nyrstar Comparison
2013,08,25,17.7,Port Pirie Nyrstar Comparison
2013,08,26,11.9,Port Pirie Nyrstar Comparison
2013,08,27,9,Port Pirie Nyrstar Comparison
2013,08,28,15.5,Port Pirie Nyrstar Comparison
2013,08,29,10.9,Port Pirie Nyrstar Comparison
2013,08,30,18.3,Port Pirie Nyrstar Comparison
2013,08,31,18.2,Port Pirie Nyrstar Comparison
2013,09,01,17.7,Port Pirie Nyrstar Comparison
2013,09,02,17.8,Port Pirie Nyrstar Comparison
2013,09,03,17.2,Port Pirie Nyrstar Comparison
2013,09,04,9.1,Port Pirie Nyrstar Comparison
2013,09,05,11.4,Port Pirie Nyrstar Comparison
2013,09,06,13.4,Port Pirie Nyrstar Comparison
2013,09,07,14.5,Port Pirie Nyrstar Comparison
2013,09,08,16.4,Port Pirie Nyrstar Comparison
2013,09,09,16,Port Pirie Nyrstar Comparison
2013,09,10,16.9,Port Pirie Nyrstar Comparison
2013,09,11,18.9,Port Pirie Nyrstar Comparison
2013,09,12,5.6,Port Pirie Nyrstar Comparison
2013,09,13,17.9,Port Pirie Nyrstar Comparison
2013,09,14,19.5,Port Pirie Nyrstar Comparison
2013,09,15,19.1,Port Pirie Nyrstar Comparison
2013,09,16,6.1,Port Pirie Nyrstar Comparison
2013,09,17,18.6,Port Pirie Nyrstar Comparison
2013,09,18,19.2,Port Pirie Nyrstar Comparison
2013,09,19,18.4,Port Pirie Nyrstar Comparison
2013,09,20,19.8,Port Pirie Nyrstar Comparison
2013,09,21,20.7,Port Pirie Nyrstar Comparison
2013,09,22,21.1,Port Pirie Nyrstar Comparison
2013,09,23,18.1,Port Pirie Nyrstar Comparison
2013,09,24,21.1,Port Pirie Nyrstar Comparison
2013,09,25,21.3,Port Pirie Nyrstar Comparison
2013,09,26,22.7,Port Pirie Nyrstar Comparison
2013,09,27,20,Port Pirie Nyrstar Comparison
2013,09,28,20.9,Port Pirie Nyrstar Comparison
2013,09,29,22.2,Port Pirie Nyrstar Comparison
2013,09,30,3.9,Port Pirie Nyrstar Comparison
2013,10,01,21.4,Port Pirie Nyrstar Comparison
2013,10,02,17.9,Port Pirie Nyrstar Comparison
2013,10,03,23.5,Port Pirie Nyrstar Comparison
2013,10,04,24.4,Port Pirie Nyrstar Comparison
2013,10,05,22.3,Port Pirie Nyrstar Comparison
2013,10,06,21.4,Port Pirie Nyrstar Comparison
2013,10,07,24.6,Port Pirie Nyrstar Comparison
2013,10,08,25.1,Port Pirie Nyrstar Comparison
2013,10,09,21,Port Pirie Nyrstar Comparison
2013,10,10,8,Port Pirie Nyrstar Comparison
2013,10,11,25,Port Pirie Nyrstar Comparison
2013,10,12,26.3,Port Pirie Nyrstar Comparison
2013,10,13,17.1,Port Pirie Nyrstar Comparison
2013,10,14,21.6,Port Pirie Nyrstar Comparison
2013,10,15,25.8,Port Pirie Nyrstar Comparison
2013,10,16,24.9,Port Pirie Nyrstar Comparison
2013,10,17,25.5,Port Pirie Nyrstar Comparison
2013,10,18,26.9,Port Pirie Nyrstar Comparison
2013,10,19,27.4,Port Pirie Nyrstar Comparison
2013,10,20,24.8,Port Pirie Nyrstar Comparison
2013,10,21,12,Port Pirie Nyrstar Comparison
2013,10,22,16.4,Port Pirie Nyrstar Comparison
2013,10,23,19.8,Port Pirie Nyrstar Comparison
2013,10,24,28.1,Port Pirie Nyrstar Comparison
2013,10,25,28.1,Port Pirie Nyrstar Comparison
2013,10,26,27.8,Port Pirie Nyrstar Comparison
2013,10,27,7.4,Port Pirie Nyrstar Comparison
2013,10,28,24.5,Port Pirie Nyrstar Comparison
2013,10,29,27.1,Port Pirie Nyrstar Comparison
2013,10,30,29.2,Port Pirie Nyrstar Comparison
2013,10,31,29.9,Port Pirie Nyrstar Comparison
2013,11,01,29.5,Port Pirie Nyrstar Comparison
2013,11,02,28.3,Port Pirie Nyrstar Comparison
2013,11,03,29.8,Port Pirie Nyrstar Comparison
2013,11,04,30.4,Port Pirie Nyrstar Comparison
2013,11,05,30,Port Pirie Nyrstar Comparison
2013,11,06,27.7,Port Pirie Nyrstar Comparison
2013,11,07,9.2,Port Pirie Nyrstar Comparison
2013,11,08,22.7,Port Pirie Nyrstar Comparison
2013,11,09,22.3,Port Pirie Nyrstar Comparison
2013,11,10,30.5,Port Pirie Nyrstar Comparison
2013,11,11,30.7,Port Pirie Nyrstar Comparison
2013,11,12,27,Port Pirie Nyrstar Comparison
2013,11,13,30.1,Port Pirie Nyrstar Comparison
2013,11,14,29.8,Port Pirie Nyrstar Comparison
2013,11,15,26,Port Pirie Nyrstar Comparison
2013,11,16,29.9,Port Pirie Nyrstar Comparison
2013,11,17,30.8,Port Pirie Nyrstar Comparison
2013,11,18,32,Port Pirie Nyrstar Comparison
2013,11,19,29.3,Port Pirie Nyrstar Comparison
2013,11,20,27.6,Port Pirie Nyrstar Comparison
2013,11,21,28.5,Port Pirie Nyrstar Comparison
2013,11,22,28.4,Port Pirie Nyrstar Comparison
2013,11,23,22.9,Port Pirie Nyrstar Comparison
2013,11,24,31.5,Port Pirie Nyrstar Comparison
2013,11,25,31.9,Port Pirie Nyrstar Comparison
2013,11,26,27,Port Pirie Nyrstar Comparison
2013,11,27,30.9,Port Pirie Nyrstar Comparison
2013,11,28,2.6,Port Pirie Nyrstar Comparison
2013,11,29,31.5,Port Pirie Nyrstar Comparison
2013,11,30,31.5,Port Pirie Nyrstar Comparison
2013,12,01,3.2,Port Pirie Nyrstar Comparison
2013,12,02,29.8,Port Pirie Nyrstar Comparison
2013,12,03,22.6,Port Pirie Nyrstar Comparison
2013,12,04,23.8,Port Pirie Nyrstar Comparison
2013,12,05,19.9,Port Pirie Nyrstar Comparison
2013,12,06,31.3,Port Pirie Nyrstar Comparison
2013,12,07,22.9,Port Pirie Nyrstar Comparison
2013,12,08,18.6,Port Pirie Nyrstar Comparison
2013,12,09,3.2,Port Pirie Nyrstar Comparison
2013,12,10,23.4,Port Pirie Nyrstar Comparison
2013,12,11,17.9,Port Pirie Nyrstar Comparison
2013,12,12,31.4,Port Pirie Nyrstar Comparison
2013,12,13,31.3,Port Pirie Nyrstar Comparison
2013,12,14,32.8,Port Pirie Nyrstar Comparison
2013,12,15,32.4,Port Pirie Nyrstar Comparison
2013,12,16,33.1,Port Pirie Nyrstar Comparison
2013,12,17,33.1,Port Pirie Nyrstar Comparison
2013,12,18,30.5,Port Pirie Nyrstar Comparison
2013,12,19,29.1,Port Pirie Nyrstar Comparison
2013,12,20,27.2,Port Pirie Nyrstar Comparison
2013,12,21,6.8,Port Pirie Nyrstar Comparison
2013,12,22,5.7,Port Pirie Nyrstar Comparison
2013,12,23,25.6,Port Pirie Nyrstar Comparison
2013,12,24,23.8,Port Pirie Nyrstar Comparison
2013,12,25,32.1,Port Pirie Nyrstar Comparison
2013,12,26,30.9,Port Pirie Nyrstar Comparison
2013,12,27,33,Port Pirie Nyrstar Comparison
2013,12,28,31.1,Port Pirie Nyrstar Comparison
2013,12,29,33.8,Port Pirie Nyrstar Comparison
2013,12,30,33.3,Port Pirie Nyrstar Comparison
2013,12,31,32.1,Port Pirie Nyrstar Comparison
2014,01,01,14.9,Port Pirie Nyrstar Comparison
2014,01,02,5.4,Port Pirie Nyrstar Comparison
2014,01,03,22,Port Pirie Nyrstar Comparison
2014,01,04,25.8,Port Pirie Nyrstar Comparison
2014,01,05,30.6,Port Pirie Nyrstar Comparison
2014,01,06,30.6,Port Pirie Nyrstar Comparison
2014,01,07,32.9,Port Pirie Nyrstar Comparison
2014,01,08,32.6,Port Pirie Nyrstar Comparison
2014,01,09,32.6,Port Pirie Nyrstar Comparison
2014,01,10,31.5,Port Pirie Nyrstar Comparison
2014,01,11,31,Port Pirie Nyrstar Comparison
2014,01,12,31.2,Port Pirie Nyrstar Comparison
2014,01,13,31.3,Port Pirie Nyrstar Comparison
2014,01,14,14.5,Port Pirie Nyrstar Comparison
2014,01,15,30.3,Port Pirie Nyrstar Comparison
2014,01,16,30.2,Port Pirie Nyrstar Comparison
2014,01,17,27.7,Port Pirie Nyrstar Comparison
2014,01,18,17.8,Port Pirie Nyrstar Comparison
2014,01,19,31.2,Port Pirie Nyrstar Comparison
2014,01,20,31.8,Port Pirie Nyrstar Comparison
2014,01,21,30.5,Port Pirie Nyrstar Comparison
2014,01,22,17.7,Port Pirie Nyrstar Comparison
2014,01,23,13.2,Port Pirie Nyrstar Comparison
2014,01,24,7.4,Port Pirie Nyrstar Comparison
2014,01,25,31.7,Port Pirie Nyrstar Comparison
2014,01,26,31.7,Port Pirie Nyrstar Comparison
2014,01,27,31.7,Port Pirie Nyrstar Comparison
2014,01,28,30,Port Pirie Nyrstar Comparison
2014,01,29,29.3,Port Pirie Nyrstar Comparison
2014,01,30,28.5,Port Pirie Nyrstar Comparison
2014,01,31,28.2,Port Pirie Nyrstar Comparison
2014,02,01,24.6,Port Pirie Nyrstar Comparison
2014,02,02,28,Port Pirie Nyrstar Comparison
2014,02,03,22.3,Port Pirie Nyrstar Comparison
2014,02,04,25.9,Port Pirie Nyrstar Comparison
2014,02,05,29.6,Port Pirie Nyrstar Comparison
2014,02,06,28.3,Port Pirie Nyrstar Comparison
2014,02,07,28.5,Port Pirie Nyrstar Comparison
2014,02,08,28.5,Port Pirie Nyrstar Comparison
2014,02,09,26.7,Port Pirie Nyrstar Comparison
2014,02,10,27.7,Port Pirie Nyrstar Comparison
2014,02,11,27,Port Pirie Nyrstar Comparison
2014,02,12,14.8,Port Pirie Nyrstar Comparison
2014,02,13,11.2,Port Pirie Nyrstar Comparison
2014,02,14,3,Port Pirie Nyrstar Comparison
2014,02,15,11.3,Port Pirie Nyrstar Comparison
2014,02,16,24.5,Port Pirie Nyrstar Comparison
2014,02,17,28.5,Port Pirie Nyrstar Comparison
2014,02,18,26.3,Port Pirie Nyrstar Comparison
2014,02,19,23.3,Port Pirie Nyrstar Comparison
2014,02,20,25.7,Port Pirie Nyrstar Comparison
2014,02,21,17.3,Port Pirie Nyrstar Comparison
2014,02,22,27.4,Port Pirie Nyrstar Comparison
2014,02,23,27.4,Port Pirie Nyrstar Comparison
2014,02,24,26.6,Port Pirie Nyrstar Comparison
2014,02,25,26,Port Pirie Nyrstar Comparison
2014,02,26,22.9,Port Pirie Nyrstar Comparison
2014,02,27,22.9,Port Pirie Nyrstar Comparison
2014,02,28,25.5,Port Pirie Nyrstar Comparison
2014,03,01,25.3,Port Pirie Nyrstar Comparison
2014,03,02,24.7,Port Pirie Nyrstar Comparison
2014,03,03,24.3,Port Pirie Nyrstar Comparison
2014,03,04,24.2,Port Pirie Nyrstar Comparison
2014,03,05,23.5,Port Pirie Nyrstar Comparison
2014,03,06,24.1,Port Pirie Nyrstar Comparison
2014,03,07,23.8,Port Pirie Nyrstar Comparison
2014,03,08,23.4,Port Pirie Nyrstar Comparison
2014,03,09,23.8,Port Pirie Nyrstar Comparison
2014,03,10,19.6,Port Pirie Nyrstar Comparison
2014,03,11,6.7,Port Pirie Nyrstar Comparison
2014,03,12,23.6,Port Pirie Nyrstar Comparison
2014,03,13,23.3,Port Pirie Nyrstar Comparison
2014,03,14,12,Port Pirie Nyrstar Comparison
2014,03,15,17.8,Port Pirie Nyrstar Comparison
2014,03,16,21.1,Port Pirie Nyrstar Comparison
2014,03,17,20.8,Port Pirie Nyrstar Comparison
2014,03,18,20.2,Port Pirie Nyrstar Comparison
2014,03,19,21.9,Port Pirie Nyrstar Comparison
2014,03,20,21.7,Port Pirie Nyrstar Comparison
2014,03,21,15.4,Port Pirie Nyrstar Comparison
2014,03,22,21.7,Port Pirie Nyrstar Comparison
2014,03,23,15.7,Port Pirie Nyrstar Comparison
2014,03,24,10.4,Port Pirie Nyrstar Comparison
2014,03,25,18.3,Port Pirie Nyrstar Comparison
2014,03,26,12,Port Pirie Nyrstar Comparison
2014,03,27,16.5,Port Pirie Nyrstar Comparison
2014,03,28,16.6,Port Pirie Nyrstar Comparison
2014,03,29,19.3,Port Pirie Nyrstar Comparison
2014,03,30,19.4,Port Pirie Nyrstar Comparison
2014,03,31,13.4,Port Pirie Nyrstar Comparison
2014,04,01,17.6,Port Pirie Nyrstar Comparison
2014,04,02,5.6,Port Pirie Nyrstar Comparison
2014,04,03,13.6,Port Pirie Nyrstar Comparison
2014,04,04,18.5,Port Pirie Nyrstar Comparison
2014,04,05,19.1,Port Pirie Nyrstar Comparison
2014,04,06,18,Port Pirie Nyrstar Comparison
2014,04,07,13,Port Pirie Nyrstar Comparison
2014,04,08,3.6,Port Pirie Nyrstar Comparison
2014,04,09,3.3,Port Pirie Nyrstar Comparison
2014,04,10,5.1,Port Pirie Nyrstar Comparison
2014,04,11,12.4,Port Pirie Nyrstar Comparison
2014,04,12,16.7,Port Pirie Nyrstar Comparison
2014,04,13,17.6,Port Pirie Nyrstar Comparison
2014,04,14,15.6,Port Pirie Nyrstar Comparison
2014,04,15,17.6,Port Pirie Nyrstar Comparison
2014,04,16,17.1,Port Pirie Nyrstar Comparison
2014,04,17,16.9,Port Pirie Nyrstar Comparison
