Year,Month,Day,Daily global solar exposure (MJ/m*m),Station
1996,08,01,14.5,Ceduna
1996,08,02,13.6,Ceduna
1996,08,03,13.5,Ceduna
1996,08,04,13.4,Ceduna
1996,08,05,13.6,Ceduna
1996,08,06,13.7,Ceduna
1996,08,07,12.6,Ceduna
1996,08,08,15,Ceduna
1996,08,09,15.7,Ceduna
1996,08,10,16.1,Ceduna
1996,08,11,15.8,Ceduna
1996,08,12,15.4,Ceduna
1996,08,13,6.5,Ceduna
1996,08,14,12.4,Ceduna
1996,08,15,15.6,Ceduna
1996,08,16,12.8,Ceduna
1996,08,17,13.3,Ceduna
1996,08,18,17.6,Ceduna
1996,08,19,16.5,Ceduna
1996,08,20,16.7,Ceduna
1996,08,21,3.1,Ceduna
1996,08,22,16.4,Ceduna
1996,08,23,16.5,Ceduna
1996,08,24,18.2,Ceduna
1996,08,25,11.5,Ceduna
1996,08,26,5.6,Ceduna
1996,08,27,12.5,Ceduna
1996,08,28,18.1,Ceduna
1996,08,29,18.5,Ceduna
1996,08,30,18.7,Ceduna
1996,08,31,19.8,Ceduna
1996,09,01,9.5,Ceduna
1996,09,02,16.9,Ceduna
1996,09,03,19.3,Ceduna
1996,09,04,19,Ceduna
1996,09,05,20.1,Ceduna
1996,09,06,16.6,Ceduna
1996,09,07,19.9,Ceduna
1996,09,08,18.9,Ceduna
1996,09,09,20.5,Ceduna
1996,09,10,19.4,Ceduna
1996,09,11,14,Ceduna
1996,09,12,18.9,Ceduna
1996,09,13,19,Ceduna
1996,09,14,22,Ceduna
1996,09,15,22.2,Ceduna
1996,09,16,20,Ceduna
1996,09,17,20.7,Ceduna
1996,09,18,22.2,Ceduna
1996,09,19,17.4,Ceduna
1996,09,20,22.9,Ceduna
1996,09,21,23.5,Ceduna
1996,09,22,22.8,Ceduna
1996,09,23,22.1,Ceduna
1996,09,24,21,Ceduna
1996,09,25,15.6,Ceduna
1996,09,26,23.7,Ceduna
1996,09,27,7.6,Ceduna
1996,09,28,6.9,Ceduna
1996,09,29,19.5,Ceduna
1996,09,30,21.6,Ceduna
1996,10,01,18.3,Ceduna
1996,10,02,20,Ceduna
1996,10,03,23.5,Ceduna
1996,10,04,13.8,Ceduna
1996,10,05,11,Ceduna
1996,10,06,12.6,Ceduna
1996,10,07,26.4,Ceduna
1996,10,08,26.7,Ceduna
1996,10,09,NA,Ceduna
1996,10,10,26.8,Ceduna
1996,10,11,21.2,Ceduna
1996,10,12,25.4,Ceduna
1996,10,13,28,Ceduna
1996,10,14,28.2,Ceduna
1996,10,15,11.4,Ceduna
1996,10,16,19.2,Ceduna
1996,10,17,22.1,Ceduna
1996,10,18,29,Ceduna
1996,10,19,20.4,Ceduna
1996,10,20,28.8,Ceduna
1996,10,21,NA,Ceduna
1996,10,22,28.2,Ceduna
1996,10,23,NA,Ceduna
1996,10,24,NA,Ceduna
1996,10,25,23,Ceduna
1996,10,26,29.8,Ceduna
1996,10,27,30,Ceduna
1996,10,28,30.3,Ceduna
1996,10,29,30.3,Ceduna
1996,10,30,NA,Ceduna
1996,10,31,24.2,Ceduna
1996,11,01,14.8,Ceduna
1996,11,02,12,Ceduna
1996,11,03,22.6,Ceduna
1996,11,04,26.9,Ceduna
1996,11,05,30.9,Ceduna
1996,11,06,30.4,Ceduna
1996,11,07,30.1,Ceduna
1996,11,08,29.4,Ceduna
1996,11,09,24.3,Ceduna
1996,11,10,25.6,Ceduna
1996,11,11,30.6,Ceduna
1996,11,12,31.2,Ceduna
1996,11,13,18.2,Ceduna
1996,11,14,28.6,Ceduna
1996,11,15,20.8,Ceduna
1996,11,16,28.6,Ceduna
1996,11,17,23.9,Ceduna
1996,11,18,28.4,Ceduna
1996,11,19,31.9,Ceduna
1996,11,20,27.6,Ceduna
1996,11,21,21.1,Ceduna
1996,11,22,32.9,Ceduna
1996,11,23,32.6,Ceduna
1996,11,24,31.8,Ceduna
1996,11,25,29.2,Ceduna
1996,11,26,31.7,Ceduna
1996,11,27,31.3,Ceduna
1996,11,28,30.8,Ceduna
1996,11,29,27.9,Ceduna
1996,11,30,31,Ceduna
1996,12,01,24.8,Ceduna
1996,12,02,30,Ceduna
1996,12,03,31.3,Ceduna
1996,12,04,32.8,Ceduna
1996,12,05,21.6,Ceduna
1996,12,06,15.6,Ceduna
1996,12,07,33.1,Ceduna
1996,12,08,31.3,Ceduna
1996,12,09,32.9,Ceduna
1996,12,10,30,Ceduna
1996,12,11,20.8,Ceduna
1996,12,12,31.9,Ceduna
1996,12,13,11.2,Ceduna
1996,12,14,30.4,Ceduna
1996,12,15,NA,Ceduna
1996,12,16,10.9,Ceduna
1996,12,17,29.7,Ceduna
1996,12,18,33.4,Ceduna
1996,12,19,33,Ceduna
1996,12,20,31.2,Ceduna
1996,12,21,29.6,Ceduna
1996,12,22,15.7,Ceduna
1996,12,23,28.7,Ceduna
1996,12,24,8.1,Ceduna
1996,12,25,27,Ceduna
1996,12,26,31,Ceduna
1996,12,27,33.5,Ceduna
1996,12,28,33.2,Ceduna
1996,12,29,33.1,Ceduna
1996,12,30,32.3,Ceduna
1996,12,31,33.3,Ceduna
1997,01,01,NA,Ceduna
1997,01,02,33.2,Ceduna
1997,01,03,33.2,Ceduna
1997,01,04,34.2,Ceduna
1997,01,05,30.6,Ceduna
1997,01,06,21.2,Ceduna
1997,01,07,33.4,Ceduna
1997,01,08,32.6,Ceduna
1997,01,09,NA,Ceduna
1997,01,10,16.1,Ceduna
1997,01,11,9.8,Ceduna
1997,01,12,15.6,Ceduna
1997,01,13,27.5,Ceduna
1997,01,14,25.1,Ceduna
1997,01,15,28.5,Ceduna
1997,01,16,33.6,Ceduna
1997,01,17,33.3,Ceduna
1997,01,18,33,Ceduna
1997,01,19,33.7,Ceduna
1997,01,20,30,Ceduna
1997,01,21,21.8,Ceduna
1997,01,22,23.3,Ceduna
1997,01,23,33.6,Ceduna
1997,01,24,31.9,Ceduna
1997,01,25,32.1,Ceduna
1997,01,26,21.9,Ceduna
1997,01,27,24.5,Ceduna
1997,01,28,31.2,Ceduna
1997,01,29,32.2,Ceduna
1997,01,30,32.1,Ceduna
1997,01,31,32.6,Ceduna
1997,02,01,32.6,Ceduna
1997,02,02,31.6,Ceduna
1997,02,03,30.8,Ceduna
1997,02,04,24,Ceduna
1997,02,05,18.7,Ceduna
1997,02,06,23.7,Ceduna
1997,02,07,22.6,Ceduna
1997,02,08,30,Ceduna
1997,02,09,20.2,Ceduna
1997,02,10,26.3,Ceduna
1997,02,11,30.4,Ceduna
1997,02,12,NA,Ceduna
1997,02,13,29.5,Ceduna
1997,02,14,29.8,Ceduna
1997,02,15,29.8,Ceduna
1997,02,16,29.1,Ceduna
1997,02,17,25.8,Ceduna
1997,02,18,29.3,Ceduna
1997,02,19,28.5,Ceduna
1997,02,20,27.9,Ceduna
1997,02,21,28.3,Ceduna
1997,02,22,27.1,Ceduna
1997,02,23,25.3,Ceduna
1997,02,24,26.8,Ceduna
1997,02,25,26.9,Ceduna
1997,02,26,27,Ceduna
1997,02,27,28.4,Ceduna
1997,02,28,28,Ceduna
1997,03,01,24.4,Ceduna
1997,03,02,25.5,Ceduna
1997,03,03,22.9,Ceduna
1997,03,04,25.6,Ceduna
1997,03,05,27,Ceduna
1997,03,06,26.9,Ceduna
1997,03,07,26.7,Ceduna
1997,03,08,26.1,Ceduna
1997,03,09,26.2,Ceduna
1997,03,10,25.6,Ceduna
1997,03,11,25.3,Ceduna
1997,03,12,20.3,Ceduna
1997,03,13,20.4,Ceduna
1997,03,14,25.1,Ceduna
1997,03,15,25.6,Ceduna
1997,03,16,24.6,Ceduna
1997,03,17,5.9,Ceduna
1997,03,18,24.4,Ceduna
1997,03,19,23.4,Ceduna
1997,03,20,22.7,Ceduna
1997,03,21,21.8,Ceduna
1997,03,22,21.9,Ceduna
1997,03,23,20.3,Ceduna
1997,03,24,23.1,Ceduna
1997,03,25,23.2,Ceduna
1997,03,26,22.7,Ceduna
1997,03,27,19.6,Ceduna
1997,03,28,22,Ceduna
1997,03,29,17.2,Ceduna
1997,03,30,22,Ceduna
1997,03,31,19.2,Ceduna
1997,04,01,18.7,Ceduna
1997,04,02,17,Ceduna
1997,04,03,14.1,Ceduna
1997,04,04,18.7,Ceduna
1997,04,05,20.5,Ceduna
1997,04,06,15.8,Ceduna
1997,04,07,18,Ceduna
1997,04,08,19.5,Ceduna
1997,04,09,19.3,Ceduna
1997,04,10,19.7,Ceduna
1997,04,11,19.8,Ceduna
1997,04,12,18.3,Ceduna
1997,04,13,18.4,Ceduna
1997,04,14,17.2,Ceduna
1997,04,15,16.1,Ceduna
1997,04,16,19.4,Ceduna
1997,04,17,18.8,Ceduna
1997,04,18,16.3,Ceduna
1997,04,19,16.6,Ceduna
1997,04,20,16.6,Ceduna
1997,04,21,12.1,Ceduna
1997,04,22,13.2,Ceduna
1997,04,23,13.4,Ceduna
1997,04,24,15.9,Ceduna
1997,04,25,16.1,Ceduna
1997,04,26,17.7,Ceduna
1997,04,27,16.7,Ceduna
1997,04,28,6.7,Ceduna
1997,04,29,15,Ceduna
1997,04,30,2.5,Ceduna
1997,05,01,7.2,Ceduna
1997,05,02,4.2,Ceduna
1997,05,03,11.6,Ceduna
1997,05,04,13.5,Ceduna
1997,05,05,14.4,Ceduna
1997,05,06,8.4,Ceduna
1997,05,07,10.1,Ceduna
1997,05,08,13.6,Ceduna
1997,05,09,10,Ceduna
1997,05,10,14.3,Ceduna
1997,05,11,9.7,Ceduna
1997,05,12,11.4,Ceduna
1997,05,13,10,Ceduna
1997,05,14,7,Ceduna
1997,05,15,13.4,Ceduna
1997,05,16,NA,Ceduna
1997,05,17,11.8,Ceduna
1997,05,18,13.6,Ceduna
1997,05,19,3.5,Ceduna
1997,05,20,NA,Ceduna
1997,05,21,11.2,Ceduna
1997,05,22,9.3,Ceduna
1997,05,23,10,Ceduna
1997,05,24,10.1,Ceduna
1997,05,25,0.6,Ceduna
1997,05,26,12.9,Ceduna
1997,05,27,12.5,Ceduna
1997,05,28,NA,Ceduna
1997,05,29,11.1,Ceduna
1997,05,30,NA,Ceduna
1997,05,31,11.9,Ceduna
1997,06,01,8.3,Ceduna
1997,06,02,7.3,Ceduna
1997,06,03,12.5,Ceduna
1997,06,04,11.8,Ceduna
1997,06,05,12.4,Ceduna
1997,06,06,11.6,Ceduna
1997,06,07,6.6,Ceduna
1997,06,08,12,Ceduna
1997,06,09,11,Ceduna
1997,06,10,1.1,Ceduna
1997,06,11,7,Ceduna
1997,06,12,11.1,Ceduna
1997,06,13,10.1,Ceduna
1997,06,14,9.9,Ceduna
1997,06,15,9.6,Ceduna
1997,06,16,10.9,Ceduna
1997,06,17,10.8,Ceduna
1997,06,18,9.6,Ceduna
1997,06,19,12.1,Ceduna
1997,06,20,NA,Ceduna
1997,06,21,8.7,Ceduna
1997,06,22,10.7,Ceduna
1997,06,23,9.9,Ceduna
1997,06,24,9,Ceduna
1997,06,25,11.9,Ceduna
1997,06,26,NA,Ceduna
1997,06,27,11.8,Ceduna
1997,06,28,8.9,Ceduna
1997,06,29,9.3,Ceduna
1997,06,30,3.8,Ceduna
1997,07,01,11.8,Ceduna
1997,07,02,12.1,Ceduna
1997,07,03,12.4,Ceduna
1997,07,04,8.9,Ceduna
1997,07,05,12.5,Ceduna
1997,07,06,12.3,Ceduna
1997,07,07,6.7,Ceduna
1997,07,08,9.7,Ceduna
1997,07,09,11.5,Ceduna
1997,07,10,12.5,Ceduna
1997,07,11,12.8,Ceduna
1997,07,12,11.3,Ceduna
1997,07,13,12.3,Ceduna
1997,07,14,3.2,Ceduna
1997,07,15,13.1,Ceduna
1997,07,16,11,Ceduna
1997,07,17,10.1,Ceduna
1997,07,18,13.6,Ceduna
1997,07,19,13.7,Ceduna
1997,07,20,13.4,Ceduna
1997,07,21,13.7,Ceduna
1997,07,22,13.8,Ceduna
1997,07,23,NA,Ceduna
1997,07,24,13.6,Ceduna
1997,07,25,7.8,Ceduna
1997,07,26,11.6,Ceduna
1997,07,27,14.2,Ceduna
1997,07,28,12.4,Ceduna
1997,07,29,13.9,Ceduna
1997,07,30,14.1,Ceduna
1997,07,31,14.4,Ceduna
1997,08,01,14.5,Ceduna
1997,08,02,13,Ceduna
1997,08,03,15.2,Ceduna
1997,08,04,15.4,Ceduna
1997,08,05,5.5,Ceduna
1997,08,06,12.7,Ceduna
1997,08,07,12.7,Ceduna
1997,08,08,13.7,Ceduna
1997,08,09,15.7,Ceduna
1997,08,10,1.2,Ceduna
1997,08,11,13.7,Ceduna
1997,08,12,NA,Ceduna
1997,08,13,9.4,Ceduna
1997,08,14,16.4,Ceduna
1997,08,15,16.5,Ceduna
1997,08,16,15.8,Ceduna
1997,08,17,16.3,Ceduna
1997,08,18,11.3,Ceduna
1997,08,19,16.4,Ceduna
1997,08,20,NA,Ceduna
1997,08,21,18.2,Ceduna
1997,08,22,17.9,Ceduna
1997,08,23,14.7,Ceduna
1997,08,24,15.2,Ceduna
1997,08,25,15.7,Ceduna
1997,08,26,16.8,Ceduna
1997,08,27,16.3,Ceduna
1997,08,28,13.7,Ceduna
1997,08,29,12.5,Ceduna
1997,08,30,12,Ceduna
1997,08,31,11.9,Ceduna
1997,09,01,10.2,Ceduna
1997,09,02,19.1,Ceduna
1997,09,03,18.6,Ceduna
1997,09,04,14.9,Ceduna
1997,09,05,18,Ceduna
1997,09,06,4.2,Ceduna
1997,09,07,15.5,Ceduna
1997,09,08,19.9,Ceduna
1997,09,09,20.7,Ceduna
1997,09,10,8.5,Ceduna
1997,09,11,20.4,Ceduna
1997,09,12,11.3,Ceduna
1997,09,13,3.3,Ceduna
1997,09,14,20.5,Ceduna
1997,09,15,17.5,Ceduna
1997,09,16,6,Ceduna
1997,09,17,3.7,Ceduna
1997,09,18,12.8,Ceduna
1997,09,19,14.7,Ceduna
1997,09,20,17.7,Ceduna
1997,09,21,23.2,Ceduna
1997,09,22,8.7,Ceduna
1997,09,23,9.5,Ceduna
1997,09,24,14.7,Ceduna
1997,09,25,22.4,Ceduna
1997,09,26,20.5,Ceduna
1997,09,27,18.7,Ceduna
1997,09,28,24.5,Ceduna
1997,09,29,24,Ceduna
1997,09,30,21.8,Ceduna
1997,10,01,23.4,Ceduna
1997,10,02,17.7,Ceduna
1997,10,03,14.5,Ceduna
1997,10,04,21.1,Ceduna
1997,10,05,7.3,Ceduna
1997,10,06,9.3,Ceduna
1997,10,07,25.6,Ceduna
1997,10,08,26,Ceduna
1997,10,09,25.8,Ceduna
1997,10,10,24.9,Ceduna
1997,10,11,25.6,Ceduna
1997,10,12,26.2,Ceduna
1997,10,13,27.3,Ceduna
1997,10,14,19.1,Ceduna
1997,10,15,27.4,Ceduna
1997,10,16,24.7,Ceduna
1997,10,17,22.1,Ceduna
1997,10,18,8.5,Ceduna
1997,10,19,27.5,Ceduna
1997,10,20,27.4,Ceduna
1997,10,21,28.9,Ceduna
1997,10,22,29,Ceduna
1997,10,23,29.6,Ceduna
1997,10,24,29.7,Ceduna
1997,10,25,12.5,Ceduna
1997,10,26,24.5,Ceduna
1997,10,27,NA,Ceduna
1997,10,28,NA,Ceduna
1997,10,29,NA,Ceduna
1997,10,30,1.4,Ceduna
1997,10,31,25.8,Ceduna
1997,11,01,30.6,Ceduna
1997,11,02,28.1,Ceduna
1997,11,03,28.4,Ceduna
1997,11,04,30.4,Ceduna
1997,11,05,30.6,Ceduna
1997,11,06,8.2,Ceduna
1997,11,07,10,Ceduna
1997,11,08,14.8,Ceduna
1997,11,09,24.1,Ceduna
1997,11,10,27.9,Ceduna
1997,11,11,24,Ceduna
1997,11,12,25.8,Ceduna
1997,11,13,14.8,Ceduna
1997,11,14,17.8,Ceduna
1997,11,15,27.2,Ceduna
1997,11,16,18.4,Ceduna
1997,11,17,29.3,Ceduna
1997,11,18,24.1,Ceduna
1997,11,19,32.8,Ceduna
1997,11,20,33.3,Ceduna
1997,11,21,32.5,Ceduna
1997,11,22,32.5,Ceduna
1997,11,23,30.2,Ceduna
1997,11,24,32.1,Ceduna
1997,11,25,25.3,Ceduna
1997,11,26,19.1,Ceduna
1997,11,27,32.1,Ceduna
1997,11,28,NA,Ceduna
1997,11,29,30.9,Ceduna
1997,11,30,31.4,Ceduna
1997,12,01,31.6,Ceduna
1997,12,02,32,Ceduna
1997,12,03,31.1,Ceduna
1997,12,04,10.9,Ceduna
1997,12,05,20.1,Ceduna
1997,12,06,22.2,Ceduna
1997,12,07,12.9,Ceduna
1997,12,08,11.7,Ceduna
1997,12,09,20.8,Ceduna
1997,12,10,NA,Ceduna
1997,12,11,NA,Ceduna
1997,12,12,NA,Ceduna
1997,12,13,NA,Ceduna
1997,12,14,26.8,Ceduna
1997,12,15,32.1,Ceduna
1997,12,16,33.1,Ceduna
1997,12,17,10.5,Ceduna
1997,12,18,19.6,Ceduna
1997,12,19,33.4,Ceduna
1997,12,20,31.4,Ceduna
1997,12,21,33,Ceduna
1997,12,22,27.9,Ceduna
1997,12,23,33.6,Ceduna
1997,12,24,NA,Ceduna
1997,12,25,31.4,Ceduna
1997,12,26,29.3,Ceduna
1997,12,27,33.5,Ceduna
1997,12,28,33.4,Ceduna
1997,12,29,31.9,Ceduna
1997,12,30,32.3,Ceduna
1997,12,31,32.3,Ceduna
1998,01,01,NA,Ceduna
1998,01,02,22.1,Ceduna
1998,01,03,33.8,Ceduna
1998,01,04,30.5,Ceduna
1998,01,05,23.1,Ceduna
1998,01,06,30.3,Ceduna
1998,01,07,33.3,Ceduna
1998,01,08,33.5,Ceduna
1998,01,09,32.9,Ceduna
1998,01,10,30.6,Ceduna
1998,01,11,31.6,Ceduna
1998,01,12,25.3,Ceduna
1998,01,13,30.3,Ceduna
1998,01,14,31,Ceduna
1998,01,15,32.2,Ceduna
1998,01,16,32.2,Ceduna
1998,01,17,NA,Ceduna
1998,01,18,32.6,Ceduna
1998,01,19,31.9,Ceduna
1998,01,20,31,Ceduna
1998,01,21,26.5,Ceduna
1998,01,22,12.2,Ceduna
1998,01,23,32.7,Ceduna
1998,01,24,27.4,Ceduna
1998,01,25,29.2,Ceduna
1998,01,26,31.7,Ceduna
1998,01,27,32.6,Ceduna
1998,01,28,30.8,Ceduna
1998,01,29,31.1,Ceduna
1998,01,30,31.1,Ceduna
1998,01,31,8.9,Ceduna
1998,02,01,10.4,Ceduna
1998,02,02,27.9,Ceduna
1998,02,03,27.5,Ceduna
1998,02,04,29.5,Ceduna
1998,02,05,22.2,Ceduna
1998,02,06,17.4,Ceduna
1998,02,07,24,Ceduna
1998,02,08,25.2,Ceduna
1998,02,09,31,Ceduna
1998,02,10,NA,Ceduna
1998,02,11,31.1,Ceduna
1998,02,12,28.5,Ceduna
1998,02,13,30.4,Ceduna
1998,02,14,30.4,Ceduna
1998,02,15,28.3,Ceduna
1998,02,16,29.3,Ceduna
1998,02,17,29.7,Ceduna
1998,02,18,NA,Ceduna
1998,02,19,24.5,Ceduna
1998,02,20,29.2,Ceduna
1998,02,21,29.9,Ceduna
1998,02,22,29,Ceduna
1998,02,23,27.9,Ceduna
1998,02,24,27.8,Ceduna
1998,02,25,26.6,Ceduna
1998,02,26,26.2,Ceduna
1998,02,27,27.7,Ceduna
1998,02,28,28,Ceduna
1998,03,01,28.4,Ceduna
1998,03,02,27.1,Ceduna
1998,03,03,26.6,Ceduna
1998,03,04,21.6,Ceduna
1998,03,05,25.4,Ceduna
1998,03,06,25.2,Ceduna
1998,03,07,25.6,Ceduna
1998,03,08,25,Ceduna
1998,03,09,26,Ceduna
1998,03,10,NA,Ceduna
1998,03,11,24.2,Ceduna
1998,03,12,9.5,Ceduna
1998,03,13,3.1,Ceduna
1998,03,14,9.5,Ceduna
1998,03,15,22.8,Ceduna
1998,03,16,25.2,Ceduna
1998,03,17,25.2,Ceduna
1998,03,18,25.1,Ceduna
1998,03,19,20.9,Ceduna
1998,03,20,24.5,Ceduna
1998,03,21,24.1,Ceduna
1998,03,22,13.5,Ceduna
1998,03,23,19,Ceduna
1998,03,24,20.8,Ceduna
1998,03,25,21.1,Ceduna
1998,03,26,21.7,Ceduna
1998,03,27,21.9,Ceduna
1998,03,28,19.7,Ceduna
1998,03,29,16.5,Ceduna
1998,03,30,21.7,Ceduna
1998,03,31,15.6,Ceduna
1998,04,01,19.3,Ceduna
1998,04,02,21.9,Ceduna
1998,04,03,21.8,Ceduna
1998,04,04,22.5,Ceduna
1998,04,05,22.8,Ceduna
1998,04,06,18.9,Ceduna
1998,04,07,18.5,Ceduna
1998,04,08,14.9,Ceduna
1998,04,09,14.2,Ceduna
1998,04,10,5.3,Ceduna
1998,04,11,0.7,Ceduna
1998,04,12,17.3,Ceduna
1998,04,13,15.3,Ceduna
1998,04,14,18.1,Ceduna
1998,04,15,18,Ceduna
1998,04,16,19.8,Ceduna
1998,04,17,19,Ceduna
1998,04,18,12.3,Ceduna
1998,04,19,5.9,Ceduna
1998,04,20,12.1,Ceduna
1998,04,21,11.6,Ceduna
1998,04,22,12.8,Ceduna
1998,04,23,NA,Ceduna
1998,04,24,12.4,Ceduna
1998,04,25,13.3,Ceduna
1998,04,26,12.3,Ceduna
1998,04,27,14.3,Ceduna
1998,04,28,12.3,Ceduna
1998,04,29,10.8,Ceduna
1998,04,30,14.3,Ceduna
1998,05,01,11.8,Ceduna
1998,05,02,15.7,Ceduna
1998,05,03,15.3,Ceduna
1998,05,04,15.6,Ceduna
1998,05,05,15.6,Ceduna
1998,05,06,9.4,Ceduna
1998,05,07,7.2,Ceduna
1998,05,08,13.1,Ceduna
1998,05,09,13.1,Ceduna
1998,05,10,7.3,Ceduna
1998,05,11,5.5,Ceduna
1998,05,12,12.6,Ceduna
1998,05,13,13,Ceduna
1998,05,14,3.2,Ceduna
1998,05,15,11.3,Ceduna
1998,05,16,12.1,Ceduna
1998,05,17,12.7,Ceduna
1998,05,18,13.1,Ceduna
1998,05,19,8,Ceduna
1998,05,20,13.3,Ceduna
1998,05,21,10.7,Ceduna
1998,05,22,9,Ceduna
1998,05,23,8.9,Ceduna
1998,05,24,7.1,Ceduna
1998,05,25,11.5,Ceduna
1998,05,26,11.9,Ceduna
1998,05,27,12.3,Ceduna
1998,05,28,12,Ceduna
1998,05,29,10.7,Ceduna
1998,05,30,6.2,Ceduna
1998,05,31,11.2,Ceduna
1998,06,01,10.8,Ceduna
1998,06,02,12,Ceduna
1998,06,03,11.9,Ceduna
1998,06,04,3.6,Ceduna
1998,06,05,5.3,Ceduna
1998,06,06,11.8,Ceduna
1998,06,07,12,Ceduna
1998,06,08,12.1,Ceduna
1998,06,09,6.1,Ceduna
1998,06,10,10.4,Ceduna
1998,06,11,NA,Ceduna
1998,06,12,8.9,Ceduna
1998,06,13,11.7,Ceduna
1998,06,14,7.2,Ceduna
1998,06,15,11.6,Ceduna
1998,06,16,12.1,Ceduna
1998,06,17,12.5,Ceduna
1998,06,18,5.1,Ceduna
1998,06,19,3.4,Ceduna
1998,06,20,8.4,Ceduna
1998,06,21,5.1,Ceduna
1998,06,22,11.8,Ceduna
1998,06,23,9.1,Ceduna
1998,06,24,10.5,Ceduna
1998,06,25,6.1,Ceduna
1998,06,26,11.5,Ceduna
1998,06,27,6.2,Ceduna
1998,06,28,7.7,Ceduna
1998,06,29,9.7,Ceduna
1998,06,30,11.6,Ceduna
1998,07,01,11.8,Ceduna
1998,07,02,9.6,Ceduna
1998,07,03,4.5,Ceduna
1998,07,04,10.6,Ceduna
1998,07,05,6.6,Ceduna
1998,07,06,12.2,Ceduna
1998,07,07,10.2,Ceduna
1998,07,08,9.2,Ceduna
1998,07,09,9,Ceduna
1998,07,10,10.4,Ceduna
1998,07,11,12.6,Ceduna
1998,07,12,7.1,Ceduna
1998,07,13,10.8,Ceduna
1998,07,14,3.3,Ceduna
1998,07,15,1.9,Ceduna
1998,07,16,5,Ceduna
1998,07,17,8.6,Ceduna
1998,07,18,10.7,Ceduna
1998,07,19,9.8,Ceduna
1998,07,20,9.4,Ceduna
1998,07,21,9.8,Ceduna
1998,07,22,12.8,Ceduna
1998,07,23,11.9,Ceduna
1998,07,24,8.7,Ceduna
1998,07,25,12.6,Ceduna
1998,07,26,7.8,Ceduna
1998,07,27,4.8,Ceduna
1998,07,28,9.8,Ceduna
1998,07,29,13.3,Ceduna
1998,07,30,12.7,Ceduna
1998,07,31,11.1,Ceduna
1998,08,01,4.6,Ceduna
1998,08,02,12.5,Ceduna
1998,08,03,6.6,Ceduna
1998,08,04,13.1,Ceduna
1998,08,05,14.7,Ceduna
1998,08,06,8.9,Ceduna
1998,08,07,14.2,Ceduna
1998,08,08,13.8,Ceduna
1998,08,09,15.4,Ceduna
1998,08,10,16.2,Ceduna
1998,08,11,7.3,Ceduna
1998,08,12,10.7,Ceduna
1998,08,13,14,Ceduna
1998,08,14,15.9,Ceduna
1998,08,15,13.9,Ceduna
1998,08,16,15,Ceduna
1998,08,17,14.5,Ceduna
1998,08,18,17.4,Ceduna
1998,08,19,NA,Ceduna
1998,08,20,14.3,Ceduna
1998,08,21,11.4,Ceduna
1998,08,22,17.1,Ceduna
1998,08,23,18,Ceduna
1998,08,24,14.7,Ceduna
1998,08,25,16.7,Ceduna
1998,08,26,17.3,Ceduna
1998,08,27,19,Ceduna
1998,08,28,19.2,Ceduna
1998,08,29,19.3,Ceduna
1998,08,30,18.7,Ceduna
1998,08,31,18.8,Ceduna
1998,09,01,18.6,Ceduna
1998,09,02,18,Ceduna
1998,09,03,18.9,Ceduna
1998,09,04,17.6,Ceduna
1998,09,05,17,Ceduna
1998,09,06,10.6,Ceduna
1998,09,07,19.4,Ceduna
1998,09,08,17.9,Ceduna
1998,09,09,NA,Ceduna
1998,09,10,NA,Ceduna
1998,09,11,12.8,Ceduna
1998,09,12,19.4,Ceduna
1998,09,13,20.6,Ceduna
1998,09,14,15.3,Ceduna
1998,09,15,19.7,Ceduna
1998,09,16,15.4,Ceduna
1998,09,17,22,Ceduna
1998,09,18,20,Ceduna
1998,09,19,20.8,Ceduna
1998,09,20,23.3,Ceduna
1998,09,21,10,Ceduna
1998,09,22,21.1,Ceduna
1998,09,23,19.4,Ceduna
1998,09,24,19.6,Ceduna
1998,09,25,9.7,Ceduna
1998,09,26,23.9,Ceduna
1998,09,27,10.1,Ceduna
1998,09,28,NA,Ceduna
1998,09,29,24.7,Ceduna
1998,09,30,21.4,Ceduna
1998,10,01,9.5,Ceduna
1998,10,02,22.6,Ceduna
1998,10,03,25.1,Ceduna
1998,10,04,25.1,Ceduna
1998,10,05,12.5,Ceduna
1998,10,06,21.9,Ceduna
1998,10,07,21.6,Ceduna
1998,10,08,13.6,Ceduna
1998,10,09,24.4,Ceduna
1998,10,10,16.1,Ceduna
1998,10,11,17,Ceduna
1998,10,12,24.7,Ceduna
1998,10,13,27.3,Ceduna
1998,10,14,14.4,Ceduna
1998,10,15,27.5,Ceduna
1998,10,16,26.9,Ceduna
1998,10,17,25,Ceduna
1998,10,18,12.1,Ceduna
1998,10,19,20,Ceduna
1998,10,20,22.4,Ceduna
1998,10,21,24.6,Ceduna
1998,10,22,28.6,Ceduna
1998,10,23,21,Ceduna
1998,10,24,28.7,Ceduna
1998,10,25,28.4,Ceduna
1998,10,26,17.6,Ceduna
1998,10,27,26.2,Ceduna
1998,10,28,19.8,Ceduna
1998,10,29,7.8,Ceduna
1998,10,30,29.4,Ceduna
1998,10,31,29.2,Ceduna
1998,11,01,30.6,Ceduna
1998,11,02,27.5,Ceduna
1998,11,03,19.6,Ceduna
1998,11,04,16.5,Ceduna
1998,11,05,30.3,Ceduna
1998,11,06,25.6,Ceduna
1998,11,07,27.8,Ceduna
1998,11,08,31.6,Ceduna
1998,11,09,28.6,Ceduna
1998,11,10,20,Ceduna
1998,11,11,20.3,Ceduna
1998,11,12,27.5,Ceduna
